Company Name,Product Name,Price,Quantity,Total Value,Date of Sale,Category,Region,Payment Method,Discount,Sales Representative,Sales Channel,Promotion,Product Category,Month of Sale,Revenue
Carter and Sons,Moment Drug,291.14,37,10772.18,2025-02-25,Eletrônicos,Nordeste,Boleto,20,Jeremiah Edwards,Online,Liquidação de Verão,Saúde e Beleza,2,10772.18
"Orr, Fields and Saunders",Many Cost,243.42,14,3407.88,2025-01-27,Moda,São Paulo,Dinheiro,20,Marc Vargas,Online,Promoção de Natal,Eletrônicos,1,3407.8799999999997
Stephens-Townsend,Tonight Billion,284.7,18,5124.6,2025-02-08,Eletrônicos,Rio de Janeiro,Pix,10,Patricia Day,Online,Promoção de Natal,Casa e Decoração,2,5124.599999999999
Santiago-Peterson,Argue Military,260.31,72,18742.32,2025-01-09,Moda,Nordeste,Cartão de Crédito,5,Craig Carter,Loja Física,Nenhuma,Eletrônicos,1,18742.32
Brooks-Conner,According Blood,206.63,5,1033.15,2025-01-16,Alimentos,Sul,Cartão de Crédito,0,Katie Rodriguez,Telemarketing,Nenhuma,Roupas,1,1033.15
Matthews Ltd,Industry Forget,490.13,89,43621.57,2025-01-26,Acessórios,São Paulo,Pix,20,Crystal Long,Online,Liquidação de Verão,Saúde e Beleza,1,43621.57
Young-Allen,Nice Yeah,286.14,83,23749.62,2025-01-16,Moda,Rio de Janeiro,Cartão de Crédito,5,Jaclyn Johnson,Loja Física,Black Friday,Roupas,1,23749.62
Anthony-Hernandez,Face Stop,380.78,35,13327.3,2025-02-20,Eletrônicos,Rio de Janeiro,Boleto,0,Jacob Fox,Telemarketing,Liquidação de Verão,Roupas,2,13327.3
Conner-Valdez,Call Although,122.48,75,9186.0,2025-01-10,Eletrônicos,São Paulo,Pix,0,Wendy Johnson,Loja Física,Black Friday,Casa e Decoração,1,9186.0
Jackson-Taylor,Glass Reduce,44.45,39,1733.55,2025-01-25,Eletrônicos,Nordeste,Boleto,20,Randall Richards,Online,Black Friday,Saúde e Beleza,1,1733.5500000000002
Soto LLC,Join Article,50.11,87,4359.57,2025-01-05,Acessórios,Rio de Janeiro,Boleto,20,Jason Kelly,Loja Física,Black Friday,Saúde e Beleza,1,4359.57
"Elliott, Vasquez and Hunter",Chair Occur,231.63,81,18762.03,2025-01-30,Eletrônicos,Sul,Pix,5,Tasha Hernandez,Telemarketing,Liquidação de Verão,Eletrônicos,1,18762.03
"Wagner, Fowler and Grimes",Spring Able,267.98,87,23314.26,2025-02-18,Alimentos,Sul,Pix,20,Manuel Hall,Telemarketing,Nenhuma,Eletrônicos,2,23314.260000000002
"Richardson, Thomas and Davis",Personal Mrs,158.31,9,1424.79,2025-02-02,Eletrônicos,Sul,Pix,10,Marie Beard,Online,Liquidação de Verão,Roupas,2,1424.79
Hughes Inc,Ok Red,204.69,44,9006.36,2025-01-30,Acessórios,São Paulo,Dinheiro,20,Johnny King,Telemarketing,Promoção de Natal,Casa e Decoração,1,9006.36
"Williams, Clark and Palmer",Beyond Enough,48.95,42,2055.9,2025-01-10,Moda,São Paulo,Dinheiro,5,Mary Williams,Telemarketing,Nenhuma,Eletrônicos,1,2055.9
"Patterson, Davis and Berg",Fine Kind,483.18,64,30923.52,2025-02-18,Moda,São Paulo,Pix,10,Heather Jackson,Online,Nenhuma,Roupas,2,30923.52
Young-Sullivan,Hospital Story,70.41,78,5491.98,2025-02-06,Moda,Sul,Cartão de Crédito,10,Cole Reeves,Telemarketing,Black Friday,Eletrônicos,2,5491.98
"Wallace, Anderson and Smith",Let Father,176.5,45,7942.5,2025-02-20,Acessórios,São Paulo,Dinheiro,10,Morgan Ibarra,Telemarketing,Promoção de Natal,Eletrônicos,2,7942.5
Gill LLC,Lay Any,238.76,71,16951.96,2025-01-03,Eletrônicos,Nordeste,Boleto,20,Samantha Anderson,Loja Física,Black Friday,Eletrônicos,1,16951.96
Kelley and Sons,Use About,428.69,6,2572.14,2025-01-21,Alimentos,Sul,Dinheiro,0,Michael Craig,Loja Física,Promoção de Natal,Roupas,1,2572.14
"Smith, Bradley and Pratt",Morning Impact,490.25,38,18629.5,2025-01-23,Eletrônicos,Sul,Pix,0,Brendan Clark,Loja Física,Liquidação de Verão,Casa e Decoração,1,18629.5
"Rice, Medina and Morgan",Fall Generation,374.95,29,10873.55,2025-01-18,Moda,Nordeste,Cartão de Crédito,5,Tony Jones,Online,Black Friday,Casa e Decoração,1,10873.55
"Palmer, Smith and Johnson",Table Land,381.76,54,20615.04,2025-02-13,Alimentos,Rio de Janeiro,Boleto,10,Daniel Byrd,Online,Black Friday,Roupas,2,20615.04
Murray-Walton,Laugh Ok,443.8,6,2662.8,2025-02-07,Alimentos,São Paulo,Boleto,10,James Johnson,Loja Física,Promoção de Natal,Eletrônicos,2,2662.8
Garcia-Hodge,Energy Or,296.38,69,20450.22,2025-01-31,Moda,Nordeste,Cartão de Crédito,0,Stephen Nguyen,Telemarketing,Liquidação de Verão,Casa e Decoração,1,20450.22
"Poole, Berger and Walker",Though Network,416.57,76,31659.32,2025-02-19,Eletrônicos,São Paulo,Boleto,10,Kathy Gonzales,Online,Nenhuma,Casa e Decoração,2,31659.32
"Owens, Roberts and Bryan",Factor Establish,163.45,22,3595.9,2025-02-15,Moda,Nordeste,Dinheiro,10,Abigail Scott,Telemarketing,Nenhuma,Eletrônicos,2,3595.8999999999996
"Mcintosh, Gilbert and Phelps",Remember Top,108.35,28,3033.8,2025-01-28,Alimentos,Sul,Dinheiro,0,Antonio Rodriguez,Loja Física,Liquidação de Verão,Saúde e Beleza,1,3033.7999999999997
"Hutchinson, Sanchez and Reilly",Agree Listen,89.17,100,8917.0,2025-02-18,Eletrônicos,Sul,Boleto,5,Brian Chase,Online,Liquidação de Verão,Eletrônicos,2,8917.0
Willis-Gibson,Detail Picture,48.27,47,2268.69,2025-01-18,Acessórios,Nordeste,Dinheiro,10,Mr. Christopher Ward,Loja Física,Promoção de Natal,Eletrônicos,1,2268.69
Hopkins-Washington,Whose View,152.84,65,9934.6,2025-01-15,Moda,São Paulo,Cartão de Crédito,5,Dawn Graham,Telemarketing,Liquidação de Verão,Eletrônicos,1,9934.6
Cox-Solomon,Ten Myself,354.17,10,3541.7,2025-02-19,Eletrônicos,Rio de Janeiro,Pix,10,Tony Kramer,Online,Promoção de Natal,Eletrônicos,2,3541.7000000000003
Washington-Gutierrez,Finally Administration,206.34,21,4333.14,2025-02-23,Acessórios,São Paulo,Dinheiro,20,Cassandra Valencia,Telemarketing,Black Friday,Casa e Decoração,2,4333.14
"Lopez, Johnson and Jacobs",Community Marriage,460.88,78,35948.64,2025-02-17,Moda,Rio de Janeiro,Cartão de Crédito,0,Brent Reese,Loja Física,Black Friday,Roupas,2,35948.64
Clark Group,Build Center,22.62,12,271.44,2025-02-04,Alimentos,São Paulo,Pix,10,James Hall,Telemarketing,Nenhuma,Eletrônicos,2,271.44
Lucas-Walker,Card Recognize,338.67,78,26416.26,2025-01-16,Moda,Nordeste,Dinheiro,5,Gerald Santos,Online,Black Friday,Saúde e Beleza,1,26416.260000000002
"Chase, Waters and Hubbard",Need Relate,104.7,40,4188.0,2025-02-07,Moda,Sul,Pix,0,Mark Hawkins,Loja Física,Liquidação de Verão,Roupas,2,4188.0
Sanders and Sons,American Exactly,446.65,29,12952.85,2025-02-26,Moda,Sul,Cartão de Crédito,20,Steven Jimenez MD,Loja Física,Black Friday,Saúde e Beleza,2,12952.849999999999
"Thomas, Phillips and Williams",Decision With,230.63,16,3690.08,2025-01-16,Eletrônicos,Rio de Janeiro,Pix,5,Dr. Renee Walker,Loja Física,Liquidação de Verão,Roupas,1,3690.08
Hughes PLC,At While,108.76,23,2501.48,2025-01-07,Alimentos,Rio de Janeiro,Pix,20,Ernest Griffith,Loja Física,Liquidação de Verão,Casa e Decoração,1,2501.48
Jefferson PLC,Friend Speak,189.73,10,1897.3,2025-02-09,Alimentos,São Paulo,Cartão de Crédito,20,Caleb Jackson,Loja Física,Liquidação de Verão,Roupas,2,1897.3
Adams Ltd,About Move,323.32,36,11639.52,2025-01-26,Eletrônicos,Rio de Janeiro,Boleto,0,Tyler Smith,Online,Black Friday,Eletrônicos,1,11639.52
"Zimmerman, Palmer and Day",Later Since,353.05,27,9532.35,2025-01-16,Moda,São Paulo,Pix,20,Mr. Mason Brown,Loja Física,Liquidação de Verão,Saúde e Beleza,1,9532.35
White and Sons,Adult And,128.82,78,10047.96,2025-01-07,Alimentos,Rio de Janeiro,Boleto,10,Jacob Mccarty,Online,Promoção de Natal,Roupas,1,10047.96
"Mcdonald, Martin and Thompson",Federal Learn,381.32,44,16778.08,2025-01-23,Alimentos,Sul,Boleto,5,Teresa Cruz,Online,Nenhuma,Eletrônicos,1,16778.079999999998
"Valenzuela, Arroyo and Bradley",Condition Responsibility,121.42,38,4613.96,2025-02-24,Eletrônicos,São Paulo,Cartão de Crédito,5,Scott Porter,Telemarketing,Black Friday,Casa e Decoração,2,4613.96
"Shelton, Hernandez and Ramos",Continue Second,206.45,87,17961.15,2025-02-11,Moda,São Paulo,Cartão de Crédito,0,Brad Hernandez,Loja Física,Promoção de Natal,Saúde e Beleza,2,17961.149999999998
Pugh-Lowery,Stay Almost,117.71,58,6827.18,2025-01-12,Alimentos,Nordeste,Cartão de Crédito,20,Tiffany Merritt,Telemarketing,Liquidação de Verão,Eletrônicos,1,6827.179999999999
Thompson Group,And Research,205.75,2,411.5,2025-01-02,Moda,Nordeste,Cartão de Crédito,0,Rebecca Reilly,Loja Física,Liquidação de Verão,Saúde e Beleza,1,411.5
Long Inc,Sing Summer,281.49,70,19704.3,2025-02-17,Moda,Sul,Dinheiro,10,Amanda Pope,Telemarketing,Liquidação de Verão,Roupas,2,19704.3
Hamilton-Martinez,Left Leave,286.62,53,15190.86,2025-01-19,Alimentos,São Paulo,Boleto,10,Jeremy Blake,Online,Promoção de Natal,Roupas,1,15190.86
Thompson-Brown,Media Too,287.38,16,4598.08,2025-02-08,Eletrônicos,Nordeste,Dinheiro,10,Kathleen Barron,Online,Nenhuma,Roupas,2,4598.08
Phelps Ltd,Skill Program,139.86,46,6433.56,2025-01-15,Eletrônicos,Nordeste,Dinheiro,0,William Robinson,Telemarketing,Liquidação de Verão,Casa e Decoração,1,6433.56
Griffith PLC,Might Behavior,430.62,19,8181.78,2025-02-11,Alimentos,São Paulo,Boleto,20,Laura Ramos,Loja Física,Liquidação de Verão,Eletrônicos,2,8181.78
Massey-Kelley,Less Commercial,345.77,30,10373.1,2025-01-06,Eletrônicos,Rio de Janeiro,Boleto,20,Terri Becker PhD,Loja Física,Black Friday,Casa e Decoração,1,10373.099999999999
Caldwell-Martinez,Base Charge,241.33,49,11825.17,2025-02-12,Alimentos,São Paulo,Pix,10,Justin Clarke,Loja Física,Black Friday,Roupas,2,11825.17
Knight LLC,Ask Discover,299.98,96,28798.08,2025-01-06,Eletrônicos,Nordeste,Cartão de Crédito,20,Kaylee Marsh,Online,Black Friday,Casa e Decoração,1,28798.08
Hansen Group,Certain Window,298.22,96,28629.12,2025-01-18,Moda,Rio de Janeiro,Dinheiro,0,Anthony Gardner,Telemarketing,Black Friday,Eletrônicos,1,28629.120000000003
Miller Group,Dog Figure,445.21,63,28048.23,2025-01-16,Alimentos,Rio de Janeiro,Boleto,0,Jeffrey Mcgee,Loja Física,Nenhuma,Saúde e Beleza,1,28048.23
Reed Inc,It Off,375.08,72,27005.76,2025-01-03,Acessórios,Rio de Janeiro,Dinheiro,5,Cynthia Brown,Online,Nenhuma,Saúde e Beleza,1,27005.76
Bowen-Brown,Already Past,490.82,50,24541.0,2025-02-09,Moda,Nordeste,Cartão de Crédito,20,Michelle Meyer,Loja Física,Liquidação de Verão,Eletrônicos,2,24541.0
Lara-Murphy,Be Learn,101.54,11,1116.94,2025-01-24,Moda,Sul,Pix,20,Benjamin Williams,Telemarketing,Nenhuma,Casa e Decoração,1,1116.94
"Brown, Hudson and Peters",Move Sea,110.78,89,9859.42,2025-01-16,Eletrônicos,Rio de Janeiro,Dinheiro,10,Allison Bailey,Online,Nenhuma,Casa e Decoração,1,9859.42
Osborn and Sons,Tend These,345.23,95,32796.85,2025-02-17,Eletrônicos,São Paulo,Pix,20,Kelli Jacobson,Loja Física,Black Friday,Roupas,2,32796.85
Moore LLC,Candidate Put,193.9,66,12797.4,2025-02-26,Eletrônicos,Sul,Boleto,10,Jonathan Watson,Online,Promoção de Natal,Roupas,2,12797.4
"Adams, Smith and Jones",Foot Election,258.66,43,11122.38,2025-02-14,Eletrônicos,Sul,Dinheiro,10,Andrew Johnson,Loja Física,Promoção de Natal,Eletrônicos,2,11122.380000000001
"Reyes, Garner and Delgado",Sit Family,494.62,41,20279.42,2025-01-11,Moda,São Paulo,Boleto,20,Robert Mcconnell,Telemarketing,Liquidação de Verão,Eletrônicos,1,20279.420000000002
Martinez Ltd,Machine Ever,199.54,31,6185.74,2025-01-08,Moda,Rio de Janeiro,Cartão de Crédito,10,Alexander Burnett,Online,Black Friday,Saúde e Beleza,1,6185.74
"Cain, Thompson and Payne",Word Treatment,68.06,47,3198.82,2025-02-12,Acessórios,Nordeste,Cartão de Crédito,5,Bradley Cooley,Loja Física,Promoção de Natal,Eletrônicos,2,3198.82
Rogers-Barnett,Face True,33.05,64,2115.2,2025-01-23,Moda,Sul,Pix,10,Meagan White,Telemarketing,Liquidação de Verão,Casa e Decoração,1,2115.2
Henry and Sons,Question Lay,88.56,46,4073.76,2025-02-17,Moda,São Paulo,Pix,5,Ashley Edwards,Online,Promoção de Natal,Eletrônicos,2,4073.76
Williams Ltd,Forward Some,466.47,75,34985.25,2025-01-01,Eletrônicos,São Paulo,Pix,5,Krista Sullivan,Online,Promoção de Natal,Eletrônicos,1,34985.25
"Hayes, Bailey and Wells",Risk Watch,191.78,18,3452.04,2025-01-18,Acessórios,Sul,Boleto,10,William Travis,Telemarketing,Liquidação de Verão,Casa e Decoração,1,3452.04
Carter Group,Rule Trade,134.46,72,9681.12,2025-02-16,Alimentos,Nordeste,Pix,10,Angela Gardner,Telemarketing,Liquidação de Verão,Saúde e Beleza,2,9681.12
Warren-Smith,Born Him,45.03,23,1035.69,2025-01-17,Moda,São Paulo,Pix,5,Jennifer Rodriguez,Telemarketing,Liquidação de Verão,Eletrônicos,1,1035.69
Taylor-Skinner,Site High,431.3,97,41836.1,2025-01-30,Alimentos,São Paulo,Cartão de Crédito,5,Mark Gray,Loja Física,Liquidação de Verão,Saúde e Beleza,1,41836.1
"Hess, Joseph and Gibbs",Create Interview,204.88,89,18234.32,2025-02-18,Alimentos,Nordeste,Cartão de Crédito,10,Joseph Hunter,Online,Promoção de Natal,Roupas,2,18234.32
Brown and Sons,Cup Eat,264.23,41,10833.43,2025-01-02,Eletrônicos,São Paulo,Pix,0,Ricky Foster,Telemarketing,Promoção de Natal,Roupas,1,10833.43
Deleon LLC,Only Customer,78.36,35,2742.6,2025-01-19,Alimentos,São Paulo,Cartão de Crédito,0,Melanie Huerta,Loja Física,Liquidação de Verão,Eletrônicos,1,2742.6
Harvey-Rowe,Cultural Total,250.97,100,25097.0,2025-02-02,Moda,Sul,Cartão de Crédito,20,Patricia Weaver MD,Telemarketing,Black Friday,Casa e Decoração,2,25097.0
Wood-Johnson,Billion Seven,484.26,52,25181.52,2025-01-11,Eletrônicos,São Paulo,Dinheiro,20,Richard Fischer,Online,Nenhuma,Eletrônicos,1,25181.52
Stokes-Thomas,Whom When,21.6,14,302.4,2025-02-17,Acessórios,Nordeste,Boleto,10,Cynthia Vaughn,Telemarketing,Black Friday,Casa e Decoração,2,302.40000000000003
Henry-Ross,Institution Direction,196.85,31,6102.35,2025-02-26,Alimentos,Nordeste,Pix,10,Christopher Williams,Online,Black Friday,Saúde e Beleza,2,6102.349999999999
Williams-Jones,Shoulder City,387.46,23,8911.58,2025-01-11,Acessórios,São Paulo,Boleto,0,Shannon Jones,Loja Física,Nenhuma,Saúde e Beleza,1,8911.58
"Phillips, Gonzalez and Hall",Southern Difficult,225.59,88,19851.92,2025-01-29,Eletrônicos,Nordeste,Cartão de Crédito,20,Ryan Young,Loja Física,Liquidação de Verão,Eletrônicos,1,19851.920000000002
Simon Inc,Provide There,236.57,70,16559.9,2025-02-20,Moda,Sul,Dinheiro,10,Michael Combs,Telemarketing,Black Friday,Saúde e Beleza,2,16559.899999999998
Marshall Inc,Join Force,195.3,28,5468.4,2025-01-18,Moda,Sul,Boleto,0,Albert Salas,Telemarketing,Black Friday,Eletrônicos,1,5468.400000000001
"Baldwin, Reyes and Espinoza",Population Picture,45.16,83,3748.28,2025-01-04,Eletrônicos,Sul,Cartão de Crédito,20,Jason Johnson,Telemarketing,Nenhuma,Eletrônicos,1,3748.2799999999997
Willis Group,Special Outside,359.75,85,30578.75,2025-01-21,Moda,Sul,Boleto,20,Kevin Phillips,Loja Física,Black Friday,Eletrônicos,1,30578.75
Nelson-Snyder,Rule Two,261.15,65,16974.75,2025-01-28,Eletrônicos,Sul,Cartão de Crédito,0,Robert Henry,Telemarketing,Liquidação de Verão,Eletrônicos,1,16974.75
Daniel-Brooks,Community Her,493.5,62,30597.0,2025-01-19,Alimentos,São Paulo,Dinheiro,20,Chris Mcbride,Loja Física,Black Friday,Roupas,1,30597.0
Allen Ltd,Control Director,351.61,71,24964.31,2025-02-13,Moda,Sul,Boleto,20,Amy Chen,Loja Física,Nenhuma,Eletrônicos,2,24964.31
"Simpson, Anderson and Everett",Yourself Tv,24.05,86,2068.3,2025-01-01,Eletrônicos,Nordeste,Cartão de Crédito,20,Catherine Lawrence,Telemarketing,Promoção de Natal,Roupas,1,2068.3
Thompson-Evans,Dinner Happy,394.5,61,24064.5,2025-01-31,Moda,Rio de Janeiro,Dinheiro,20,Jessica Holland,Telemarketing,Black Friday,Saúde e Beleza,1,24064.5
Gonzalez Ltd,Soon Already,363.33,72,26159.76,2025-01-27,Acessórios,Rio de Janeiro,Cartão de Crédito,10,Kristen Ray,Online,Liquidação de Verão,Eletrônicos,1,26159.76
Lewis and Sons,He Natural,43.95,62,2724.9,2025-01-12,Alimentos,Sul,Dinheiro,5,Aaron Leach,Online,Liquidação de Verão,Casa e Decoração,1,2724.9
"Anderson, Sanders and Young",Describe Analysis,187.67,4,750.68,2025-02-04,Eletrônicos,Rio de Janeiro,Boleto,20,Jessica Martinez,Telemarketing,Black Friday,Saúde e Beleza,2,750.68
"Hansen, Burgess and Smith",Protect Director,83.85,17,1425.45,2025-01-17,Moda,Nordeste,Cartão de Crédito,20,Jonathan Macdonald,Telemarketing,Liquidação de Verão,Casa e Decoração,1,1425.4499999999998
Clark-Patterson,Show Boy,400.07,10,4000.7,2025-01-11,Alimentos,Rio de Janeiro,Dinheiro,0,Edwin Chan,Telemarketing,Promoção de Natal,Casa e Decoração,1,4000.7
Dawson Ltd,Agent Anything,190.04,16,3040.64,2025-02-05,Acessórios,Nordeste,Pix,5,Curtis Franco,Telemarketing,Black Friday,Casa e Decoração,2,3040.64
Reynolds-Clark,Compare Money,112.5,14,1575.0,2025-02-04,Eletrônicos,Rio de Janeiro,Boleto,10,Mark Wilson,Loja Física,Black Friday,Saúde e Beleza,2,1575.0
Diaz Inc,Group Meet,174.29,6,1045.74,2025-01-24,Acessórios,Nordeste,Cartão de Crédito,5,Christopher Stone,Loja Física,Liquidação de Verão,Saúde e Beleza,1,1045.74
Perez Inc,Arm Reflect,128.74,28,3604.72,2025-01-02,Acessórios,Nordeste,Pix,20,Dr. Tiffany White,Telemarketing,Liquidação de Verão,Eletrônicos,1,3604.7200000000003
Wagner-Johnson,Book Same,437.85,18,7881.3,2025-01-02,Moda,São Paulo,Boleto,20,Kelly Bradley,Online,Promoção de Natal,Saúde e Beleza,1,7881.3
"Bautista, Jones and Oneill",Conference Strategy,369.24,3,1107.72,2025-02-02,Acessórios,Rio de Janeiro,Boleto,5,Chloe Harris,Loja Física,Nenhuma,Casa e Decoração,2,1107.72
Smith-Blackburn,Decide Election,160.17,45,7207.65,2025-01-21,Eletrônicos,Sul,Boleto,20,Danielle Cruz,Loja Física,Liquidação de Verão,Roupas,1,7207.65
Martinez-Ford,Matter By,48.2,12,578.4,2025-02-01,Acessórios,São Paulo,Pix,10,Robert Nichols,Loja Física,Liquidação de Verão,Saúde e Beleza,2,578.4000000000001
Wells and Sons,Real Several,494.8,75,37110.0,2025-01-30,Eletrônicos,Sul,Pix,0,Angel Delgado,Loja Física,Promoção de Natal,Eletrônicos,1,37110.0
Thomas-Madden,Generation Reflect,374.52,65,24343.8,2025-01-06,Eletrônicos,Rio de Janeiro,Pix,10,Jamie Hill,Loja Física,Black Friday,Casa e Decoração,1,24343.8
"Allen, Larsen and Warren",Party Police,230.31,29,6678.99,2025-01-28,Moda,Sul,Dinheiro,20,Michael Wood,Telemarketing,Liquidação de Verão,Roupas,1,6678.99
"Richards, Walker and Vazquez",Medical Summer,435.26,89,38738.14,2025-01-11,Eletrônicos,São Paulo,Pix,5,Brian Avery,Loja Física,Promoção de Natal,Casa e Decoração,1,38738.14
"Patterson, Meza and Montgomery",Action Democratic,436.19,28,12213.32,2025-01-14,Eletrônicos,Sul,Cartão de Crédito,10,Stacey Best,Telemarketing,Nenhuma,Saúde e Beleza,1,12213.32
Bell Ltd,Appear Back,390.11,89,34719.79,2025-01-30,Alimentos,São Paulo,Pix,10,Maria Fields,Loja Física,Nenhuma,Saúde e Beleza,1,34719.79
Hernandez-Buchanan,Investment Four,319.67,54,17262.18,2025-01-23,Moda,Rio de Janeiro,Pix,0,Jonathan Hartman,Online,Promoção de Natal,Roupas,1,17262.18
"Johnson, Shelton and Joyce",Exactly Child,311.07,19,5910.33,2025-01-16,Moda,Sul,Pix,5,Donna Leonard,Online,Nenhuma,Roupas,1,5910.33
Hernandez-Becker,Sort Believe,231.11,79,18257.69,2025-02-09,Moda,São Paulo,Cartão de Crédito,20,Sophia Stanton,Telemarketing,Black Friday,Eletrônicos,2,18257.690000000002
"Griffin, Simon and Simmons",More Support,298.13,68,20272.84,2025-01-21,Acessórios,São Paulo,Dinheiro,20,Sheila Campbell,Loja Física,Liquidação de Verão,Eletrônicos,1,20272.84
"Martinez, Cook and Thompson",Hospital Ahead,130.86,18,2355.48,2025-01-14,Acessórios,São Paulo,Dinheiro,5,Margaret Mcguire,Loja Física,Nenhuma,Saúde e Beleza,1,2355.4800000000005
Stewart LLC,Each Hospital,287.25,33,9479.25,2025-01-20,Eletrônicos,Nordeste,Boleto,5,Emily Page,Online,Black Friday,Casa e Decoração,1,9479.25
Stephens-King,Particular Month,497.85,85,42317.25,2025-02-04,Alimentos,São Paulo,Pix,5,Christopher Snyder,Loja Física,Liquidação de Verão,Eletrônicos,2,42317.25
Rodriguez Inc,Region Sister,215.98,54,11662.92,2025-02-25,Eletrônicos,Nordeste,Cartão de Crédito,0,Angelica Allen,Online,Liquidação de Verão,Casa e Decoração,2,11662.92
"Harrison, Washington and Parker",Social Method,238.9,61,14572.9,2025-02-13,Eletrônicos,Sul,Dinheiro,0,Nicole Ayers,Loja Física,Liquidação de Verão,Saúde e Beleza,2,14572.9
"Griffith, Mckenzie and Garcia",Picture Those,428.92,43,18443.56,2025-01-06,Eletrônicos,Rio de Janeiro,Cartão de Crédito,0,Ian Johnson,Online,Liquidação de Verão,Eletrônicos,1,18443.56
"Davis, Murphy and Scott",Avoid Cup,35.55,7,248.85,2025-02-04,Eletrônicos,São Paulo,Dinheiro,20,Christina Bennett,Loja Física,Promoção de Natal,Eletrônicos,2,248.84999999999997
"Espinoza, Page and Wright",Into Move,43.04,37,1592.48,2025-01-10,Alimentos,Rio de Janeiro,Boleto,5,Courtney Pennington,Telemarketing,Promoção de Natal,Saúde e Beleza,1,1592.48
Vega PLC,North Particular,67.3,52,3499.6,2025-01-19,Alimentos,Rio de Janeiro,Dinheiro,20,Olivia Sanders,Online,Black Friday,Roupas,1,3499.6
Mitchell-Hall,Condition Although,167.61,70,11732.7,2025-02-23,Acessórios,Rio de Janeiro,Pix,10,Timothy Harris,Online,Liquidação de Verão,Roupas,2,11732.7
Johnson-Duarte,Represent Identify,155.98,35,5459.3,2025-02-13,Acessórios,Sul,Boleto,20,Daniel Hood,Telemarketing,Black Friday,Casa e Decoração,2,5459.299999999999
Wood-Wheeler,Successful Few,64.91,44,2856.04,2025-02-05,Alimentos,Nordeste,Boleto,0,Monica Cook,Online,Liquidação de Verão,Eletrônicos,2,2856.04
"Cannon, Burke and Jones",Nothing Point,126.48,28,3541.44,2025-01-08,Alimentos,Nordeste,Boleto,0,Daniel Huynh,Telemarketing,Black Friday,Eletrônicos,1,3541.44
Shepard Ltd,Boy Listen,425.81,10,4258.1,2025-01-24,Moda,Sul,Boleto,10,Diana Ortiz,Online,Liquidação de Verão,Casa e Decoração,1,4258.1
Perez-Pitts,Investment Say,252.93,59,14922.87,2025-02-22,Moda,São Paulo,Boleto,20,Kayla Randolph,Telemarketing,Black Friday,Eletrônicos,2,14922.87
"Cole, Sanchez and Tucker",Step Material,479.92,72,34554.24,2025-01-13,Acessórios,Sul,Dinheiro,20,Johnathan Mitchell,Telemarketing,Liquidação de Verão,Saúde e Beleza,1,34554.24
"Hernandez, Levine and Wade",Out Gun,431.09,10,4310.9,2025-01-29,Moda,Nordeste,Dinheiro,20,Laura Pena,Online,Nenhuma,Casa e Decoração,1,4310.9
"Erickson, Duncan and Payne",Large Find,167.11,47,7854.17,2025-02-06,Moda,Nordeste,Pix,5,Jerry Dennis,Online,Black Friday,Eletrônicos,2,7854.170000000001
"Randolph, Wallace and Rodriguez",Pm Notice,489.27,65,31802.55,2025-02-26,Moda,São Paulo,Boleto,20,Kathryn Perez,Loja Física,Liquidação de Verão,Casa e Decoração,2,31802.55
Mccoy-Valenzuela,Design Second,361.3,87,31433.1,2025-01-07,Moda,São Paulo,Dinheiro,0,Jennifer Garrett,Online,Black Friday,Roupas,1,31433.100000000002
"Lopez, Meyer and Shelton",Hot And,246.4,46,11334.4,2025-02-04,Alimentos,Rio de Janeiro,Dinheiro,10,April Fischer,Loja Física,Promoção de Natal,Roupas,2,11334.4
"Williams, Hurst and Freeman",Animal Television,58.63,74,4338.62,2025-01-01,Alimentos,Rio de Janeiro,Boleto,5,Jacob Porter,Loja Física,Liquidação de Verão,Roupas,1,4338.62
Miranda Ltd,Serious Right,50.11,11,551.21,2025-01-10,Acessórios,Nordeste,Cartão de Crédito,0,Christine Williams,Online,Liquidação de Verão,Casa e Decoração,1,551.21
Cervantes LLC,Child Season,349.04,69,24083.76,2025-01-03,Moda,Sul,Boleto,5,Michael Flowers,Loja Física,Liquidação de Verão,Casa e Decoração,1,24083.760000000002
Blackwell Inc,Talk Small,236.23,18,4252.14,2025-01-27,Moda,São Paulo,Dinheiro,0,Vanessa Hernandez,Online,Promoção de Natal,Casa e Decoração,1,4252.139999999999
Evans Group,Site Require,383.32,48,18399.36,2025-01-13,Moda,São Paulo,Cartão de Crédito,20,Teresa Williams,Telemarketing,Black Friday,Saúde e Beleza,1,18399.36
Arnold PLC,Worker Very,417.82,51,21308.82,2025-01-11,Moda,Nordeste,Boleto,10,Troy Welch,Telemarketing,Promoção de Natal,Eletrônicos,1,21308.82
"Odonnell, Garcia and Harris",Appear Weight,180.2,35,6307.0,2025-02-24,Acessórios,Rio de Janeiro,Boleto,20,Billy Johnston,Online,Promoção de Natal,Eletrônicos,2,6307.0
Acosta Ltd,Upon Class,80.4,99,7959.6,2025-01-15,Acessórios,Rio de Janeiro,Boleto,20,Samantha Kane,Telemarketing,Promoção de Natal,Casa e Decoração,1,7959.6
Davis-Ford,Fall Impact,340.3,91,30967.3,2025-02-26,Acessórios,São Paulo,Pix,10,Erin Mcguire,Loja Física,Liquidação de Verão,Eletrônicos,2,30967.3
